 rc =   1.5000000000000000      potential (reduced units) =   -5.2224000000000812      potential (Kcal/mol) -0.23730063360000370     
 rc =   2.0000000000000000      potential (reduced units) =   -5.6832000000001432      potential (Kcal/mol) -0.25823892480000649     
 rc =   2.5000000000000000      potential (reduced units) =   -6.3647465020578693      potential (Kcal/mol) -0.28920771630700753     
 rc =   3.0000000000000000      potential (reduced units) =   -6.5109805163631034      potential (Kcal/mol) -0.29585244368302305     
 Energies calculated with PBC
